primaryTitle,startYear,averageRating,directors,genres,numVotes,originalTitle,runtimeMinutes,tconst,writers
Someone You Love: The HPV Epidemic,2014,8.5,nm1531832,"Biography,Documentary",130,Someone You Love: The HPV Epidemic,80,tt3646852,nm1473176
The Abolitionists,2016,8.0,"nm0281983,nm0858624","Crime,Documentary,Drama",117,The Abolitionists,85,tt3647434,"nm0858624,nm1178323,nm0281983"
The Martian,2015,8.0,nm0000631,"Adventure,Drama,Sci-Fi",858727,The Martian,144,tt3659388,"nm1206844,nm1083982"
Fascism Inc.,2014,8.1,nm4414980,"Documentary,History,News",325,Fasismos A.E.,83,tt3666338,nm4414980
Bangalore Days,2014,8.3,nm3250747,"Comedy,Drama,Romance",20845,Bangalore Days,171,tt3668162,nm3250747
The Salt of the Earth,2014,8.4,"nm2081382,nm0000694","Biography,Documentary,History",22133,The Salt of the Earth,110,tt3674140,"nm0000694,nm2081382,nm6514669"
Deyyam,2021,8.0,nm0890060,Horror,893,Deyyam,98,tt3683440,nm6233311
The Red Pill,2016,8.1,nm1787884,Documentary,11590,The Red Pill,108,tt3686998,\N
WARx2,2014,8.3,nm6457171,Comedy,1968,WARx2,117,tt3695244,nm6457171
Kabaddi,2014,8.2,nm6458915,"Comedy,Drama,Romance",633,Kabaddi,123,tt3696800,nm6458915
Sathuranga Vettai,2014,8.1,nm6474441,"Crime,Thriller",3352,Sathuranga Vettai,145,tt3711164,\N
The Drop Box,2015,8.0,nm6481916,"Biography,Documentary,News",702,The Drop Box,79,tt3717510,nm6481916
The Indian Priest,2016,8.4,nm1839981,"Biography,Documentary,Drama",776,The Indian Priest,59,tt3717882,nm1839981
Everything in the Song Is True,2016,8.3,nm1984761,"Biography,Documentary,Music",102,Everything in the Song Is True,80,tt3719422,nm1984761
Drishya,2014,8.3,nm0890864,"Crime,Drama,Thriller",818,Drishya,154,tt3738624,"nm2572228,nm5703259"
Gardeners of Eden,2014,8.0,"nm2759106,nm5527209","Adventure,Documentary,Drama",117,Gardeners of Eden,72,tt3740782,\N
16 Tons,2011,8.3,nm1748951,Documentary,134,16 ton,85,tt3740916,nm1748951
Lion,2016,8.0,nm0204628,"Biography,Drama",238344,Lion,118,tt3741834,"nm6506884,nm1729294"
Holy Ghost,2014,8.0,nm4203108,Documentary,402,Holy Ghost,113,tt3747978,nm4203108
Amiri's Child,2014,8.8,nm2525291,Drama,143,Amiri's Child,61,tt3760060,nm2525291
The Forgotten Angel of Bastogne,2014,8.4,nm3949039,"Biography,Documentary,History",102,The Forgotten Angel of Bastogne,94,tt3760256,"nm6527058,nm3242799"
Attacking the Devil: Harold Evans and the Last Nazi War Crime,2014,8.0,"nm2420390,nm2426665",Documentary,638,Attacking the Devil: Harold Evans and the Last Nazi War Crime,102,tt3779818,"nm2420390,nm6876432"
La La Land,2016,8.0,nm3227090,"Comedy,Drama,Music",592789,La La Land,128,tt3783958,nm3227090
Valley Uprising,2014,8.1,"nm2050348,nm2833230,nm1355731",Documentary,5940,Valley Uprising,103,tt3784160,"nm2050348,nm2833230"
Kaththi,2014,8.0,nm1436693,"Action,Drama",27424,Kaththi,166,tt3801314,nm1436693
Drushyam,2014,8.3,nm0820266,"Crime,Drama,Thriller",4362,Drushyam,150,tt3810932,"nm2572228,nm0664085,nm0664084,nm6579579"
Inimigo Desconhecido: Enemy Unknown,2020,8.1,nm6157331,"Action,Horror,Sci-Fi",249,Inimigo Desconhecido: Enemy Unknown,95,tt3816908,nm6157331
Hemalkasa,2014,8.7,nm4169405,"Biography,Drama,History",1228,Dr. Prakash Baba Amte - The Real Hero,119,tt3817950,nm4169405
Clank: Agent Recruit,2015,8.1,nm6216421,"Action,Thriller",115,Clank: Agent Recruit,101,tt3825272,"nm6216421,nm3175946,nm6295256,nm6228292"
Down the River,2014,8.2,nm6592245,Drama,273,Axinla ashagi,90,tt3826790,"nm5980376,nm6592245"
September 11: The New Pearl Harbor,2013,9.0,nm0563710,"Documentary,History",512,September 11: The New Pearl Harbor,300,tt3828916,nm0563710
The Tempest,2014,8.3,"nm3329219,nm0751196","Comedy,Drama",302,The Tempest,169,tt3840898,nm0000636
Labour of Love,2014,8.0,nm6609600,Drama,1210,Asha Jaoar Majhe,84,tt3843088,nm6609600
Kempe Gowda 2,2019,8.4,nm4507834,"Action,Thriller",164,Kempe Gowda 2,139,tt3862744,"nm10794714,nm10794713,nm0707494"
Bajrangi Bhaijaan,2015,8.1,nm1203138,"Action,Adventure,Comedy",89455,Bajrangi Bhaijaan,163,tt3863552,"nm2353436,nm1203138,nm5151578,nm4478309"
My Lonely Me,2015,8.2,nm1643821,"Drama,Musical,Thriller",1526,My Lonely Me,95,tt3865286,nm1643821
Human Harvest,2014,8.0,nm6527118,"Crime,Documentary",233,Human Harvest,72,tt3886488,nm6527118
Rere's Children,2014,8.1,nm2525291,Drama,131,Rere's Children,97,tt3887582,nm2525291
Ei Ghor Ei Songsar,1995,8.4,nm6034923,"Drama,Family,Romance",483,Ei Ghor Ei Songsar,155,tt3902726,nm6034923
An Insignificant Man,2016,8.5,"nm2805503,nm2946730","Documentary,Thriller",2137,An Insignificant Man,96,tt3917908,"nm2805503,nm2946730"
Deya Neya,1963,8.1,nm1163224,Drama,396,Deya Neya,107,tt3918808,nm1291174
Russia in Bloom,2013,8.2,nm1804534,Documentary,261,Tsvet Natsii,79,tt3945744,nm0661417
Dawn/Spring,2014,8.1,nm2070382,Drama,358,Dawn/Spring,93,tt3953600,"nm6699739,nm2070382,nm4771292"
The Day Passed,1971,8.7,nm1298049,"Drama,Romance",286,Gün Keçdi,83,tt3961682,nm1075855
Dolu,2012,8.6,nm0246094,War,434,Dolu,84,tt3961690,\N
Skylight,2014,8.5,"nm0521730,nm0197636",Drama,509,National Theatre Live: Skylight,135,tt3967356,nm0002376
Roger Waters: The Wall,2014,8.5,"nm6714903,nm0914166","Documentary,Music",5172,Roger Waters: The Wall,132,tt3970482,"nm6714903,nm0914166"
Kaakkaa Muttai,2014,8.3,nm4359637,"Comedy,Drama",7225,Kaakkaa Muttai,91,tt3973410,"nm8263638,nm4359637"
These Words Must Be on Your Heart,2014,8.4,\N,Drama,149,These Words Must Be on Your Heart,69,tt3978706,\N
Mad_e in Bangladesh,2007,8.1,nm3618781,"Comedy,Drama",2338,Mad_e in Bangladesh,106,tt3982254,"nm3618781,nm2741956"
The Transcendental Object at the End of Time,2014,8.1,nm6739552,Documentary,170,The Transcendental Object at the End of Time,\N,tt4001078,\N
The Handmaiden,2016,8.1,nm0661791,"Drama,Romance,Thriller",150126,Ah-ga-ssi,145,tt4016934,"nm1258797,nm1941029,nm0661791"
National Theatre Live: A Streetcar Named Desire,2014,8.3,"nm4970700,nm0926911",Drama,1055,National Theatre Live: A Streetcar Named Desire,180,tt4020156,nm0931783
Keyamot Theke Keyamot,1993,8.1,nm6756253,"Drama,Romance",632,Keyamot Theke Keyamot,160,tt4022394,"nm6756253,nm2635725,nm6756260"
The Barn Theatre: Tomorrow's Stars Today,2017,9.3,nm0943445,"Biography,Documentary",126,The Barn Theatre: Tomorrow's Stars Today,75,tt4033858,nm0943445
El último adiós de Bette Davis,2014,8.4,nm2395440,Documentary,229,El último adiós de Bette Davis,76,tt4040892,"nm2395440,nm2599820"
Citizenfour,2014,8.0,nm0688636,"Biography,Documentary,History",56171,Citizenfour,114,tt4044364,\N
Burning Love 2,2014,8.1,\N,Comedy,703,Burning Love 2,173,tt4045476,\N
Burning Love 3: Burning Down the House,2014,8.0,\N,Comedy,545,Burning Love 3: Burning Down the House,181,tt4045478,\N
38,2014,8.3,"nm3520272,nm1877639","Biography,Documentary,Sport",118,38,87,tt4057246,"nm3520272,nm1877639"
India's Daughter,2015,8.2,nm0879889,"Biography,Crime,Documentary",2142,India's Daughter,63,tt4058426,nm0879889
On a Quest,2014,9.2,nm6797795,"Biography,Documentary,Drama",125,On a Quest,120,tt4065452,"nm7181114,nm7181106,nm7181110,nm7181107"
Shakespeare's Globe: A Midsummer Night's Dream,2014,8.4,nm0238244,Comedy,172,Shakespeare's Globe: A Midsummer Night's Dream,172,tt4074180,nm0000636
Billy Elliot,2014,8.4,"nm0197636,nm3614151","Comedy,Drama,Music",1830,Billy Elliot: The Musical Live,169,tt4085696,nm0355822
Slam Dunk: Zenkoku Seiha da! Sakuragi Hanamichi,1994,8.0,nm1628408,"Animation,Comedy,Drama",466,Slam Dunk: Zenkoku Seiha da! Sakuragi Hanamichi,45,tt4086028,"nm2547182,nm1012277"
Depeche Mode: Alive in Berlin,2014,8.7,nm0179221,"Documentary,Music",152,Depeche Mode: Alive in Berlin,159,tt4105266,\N
Chotushkone,2014,8.2,nm3797575,Thriller,3686,Chotushkone,148,tt4115752,"nm5016559,nm3797575"
The Master,2014,8.0,nm3849565,Documentary,165,The Master,82,tt4117096,\N
The Champions,2015,8.5,nm0219351,"Documentary,News",496,The Champions,90,tt4125222,\N
The Ataxian,2015,8.6,"nm1601055,nm1957250","Adventure,Documentary,Drama",223,The Ataxian,81,tt4126322,"nm1601055,nm1957250"
Lucent,2014,8.8,nm6856823,Documentary,450,Lucent,107,tt4134784,nm6856823
The Legend of Maula Jatt,2022,8.8,nm2850440,"Action,Drama,Fantasy",9455,The Legend of Maula Jatt,153,tt4139928,"nm2850440,nm0011978"
Long Strange Trip,2017,8.2,nm0052737,"Biography,Documentary,Music",1747,Long Strange Trip,238,tt4143508,\N
Listen to Me Marlon,2015,8.1,nm2257147,"Biography,Documentary",7665,Listen to Me Marlon,103,tt4145178,"nm2257147,nm0262167"
Omo Child: The River and the Bush,2015,8.2,nm3354792,"Biography,Documentary,Drama",154,Omo Child: The River and the Bush,89,tt4151098,\N
Avengers: Infinity War,2018,8.4,"nm0751577,nm0751648","Action,Adventure,Sci-Fi",1083834,Avengers: Infinity War,149,tt4154756,"nm1321655,nm1321656,nm0498278,nm0456158,nm0800209,nm1921680,nm3053444,nm2757098,nm0317493,nm4160687,nm1293367,nm1411347"
Avengers: Endgame,2019,8.4,"nm0751577,nm0751648","Action,Adventure,Drama",1134057,Avengers: Endgame,181,tt4154796,"nm1321655,nm1321656,nm0498278,nm0456158,nm0800209,nm1921680,nm3053444,nm2757098,nm0317493,nm4160687,nm1293367,nm1411347"
The Crucible,2014,9.1,"nm6874360,nm1977735",Drama,497,The Crucible,190,tt4156348,nm0007186
Elizabeth Ekadashi,2014,8.3,nm3642647,"Adventure,Drama,Family",753,Elizabeth Ekadashi,90,tt4203824,"nm6917496,nm3642647"
80 te Asio Na,1967,8.1,nm6634836,Comedy,163,80 te Asio Na,110,tt4213178,\N
Lokmanya Ek Yugpurush,2015,8.3,nm3819854,History,698,Lokmanya Ek Yugpurush,139,tt4219894,"nm3819854,nm6930680"
Arvydas Sabonis 11,2014,8.7,nm6935337,"Biography,Documentary,Sport",275,Arvydas Sabonis 11,100,tt4225230,nm4766170
Shhh!,1993,8.7,nm1962192,"Horror,Mystery,Thriller",1167,Shhh!,135,tt4228378,nm1962192
Pára-me de repente o pensamento,2014,8.3,nm1339693,"Documentary,Drama",307,Pára-me de repente o pensamento,101,tt4229308,nm1339693
The Prodigal Returns,2013,8.1,\N,Drama,190,The Prodigal Returns,104,tt4251266,\N
National Theatre Live: Medea,2014,8.1,"nm5386710,nm1098369",Drama,167,National Theatre Live: Medea,99,tt4256612,"nm0262381,nm5600390"
Going Clear: Scientology & the Prison of Belief,2015,8.0,nm0316795,Documentary,39617,Going Clear: Scientology & the Prison of Belief,119,tt4257858,"nm0316795,nm0942590"
Ähmäd Haradadir?,1964,8.1,nm0411230,Comedy,266,Ähmäd Haradadir?,87,tt4258424,\N
Inthi Ninna Preethiya,2008,8.2,nm4148549,Family,133,Inthi Ninna Preethiya,\N,tt4260644,nm4148549
Axrinci Ashirim,1971,8.7,nm1190908,Drama,213,Axrinci Ashirim,84,tt4263860,\N
Bizim Cäbish Müällim,1969,8.6,nm1167586,"Comedy,Drama,War",442,Bizim Cäbish Müällim,73,tt4263882,nm0406532
"O Olmasin, Bu Olsun",1956,8.5,nm1150930,"Comedy,Musical,Romance",602,"O Olmasin, Bu Olsun",87,tt4263976,nm1150609
Adrenalin: The BMW Touring Car Story,2014,8.8,nm4698419,"Documentary,Sport",131,Adrenalin: The BMW Touring Car Story,123,tt4265816,nm4698419
Most Likely to Succeed,2015,8.0,nm1789501,"Documentary,Drama,News",162,Most Likely to Succeed,86,tt4267108,nm1789501
Eh Janam Tumhare Lekhe,2015,8.5,nm0802132,Biography,402,Eh Janam Tumhare Lekhe,135,tt4280824,"nm6979441,nm6979442,nm0802132"
The Rainforests Are Under Threat,2015,8.5,nm5418380,Documentary,361,The Rainforests Are Under Threat,97,tt4284160,nm5418380
Pallati 176,1986,9.3,nm0787977,Comedy,235,Pallati 176,115,tt4307176,nm1298081
Ivy,2015,8.0,nm3796645,"Drama,Fantasy,Thriller",12280,Sarmasik,104,tt4309356,nm3796645
Trenches of Rock,2019,9.2,nm1682596,"Documentary,Drama,Music",123,Trenches of Rock,87,tt4329396,\N
Salt Bridge,2017,8.6,nm7063180,Drama,106,Salt Bridge,100,tt4368870,"nm7063180,nm7073522"
Bitter Lake,2015,8.1,nm0193231,Documentary,3343,Bitter Lake,136,tt4393514,nm0193231
The Booth at the End 2,2014,8.4,\N,"Drama,Mystery",454,The Booth at the End 2,109,tt4399812,\N
Homeland (Iraq Year Zero),2015,8.2,nm3035371,Documentary,585,Homeland (Iraq Year Zero),334,tt4413794,nm3035371
The Ground We Won,2015,8.0,nm1495963,"Documentary,Sport",146,The Ground We Won,91,tt4417022,\N
Attenborough's Paradise Birds,2015,8.5,nm0059214,Documentary,564,Attenborough's Paradise Birds,60,tt4417352,\N
"Dis ek, Anna",2015,8.1,nm2431809,Drama,223,"Dis ek, Anna",\N,tt4417520,nm7105982
Inhabit: A Permaculture Perspective,2015,8.0,nm7101975,"Adventure,Documentary",112,Inhabit: A Permaculture Perspective,92,tt4422154,\N
Papanasam,2015,8.4,nm2572228,"Crime,Drama,Thriller",7664,Papanasam,179,tt4429128,"nm3328122,nm2572228,nm9731661"
Drishyam,2015,8.2,nm1723225,"Crime,Drama,Mystery",85311,Drishyam,163,tt4430212,"nm2572228,nm3179723"
RangiTaranga,2015,8.2,nm4093647,"Mystery,Thriller",14479,RangiTaranga,149,tt4432480,"nm4093647,nm5253704"
Druglawed,2015,9.0,nm1672936,"Crime,Documentary,History",134,Druglawed,100,tt4450674,nm7124821
The Trail to Oregon!,2015,8.0,nm4583853,"Comedy,Musical,Western",464,The Trail to Oregon!,120,tt4459758,"nm2377545,nm4583853,nm4579146,nm4583828"
Hamlet,2015,8.5,"nm3778652,nm0521730",Drama,2235,National Theatre Live: Hamlet,217,tt4476736,nm0000636
13 Shades of Romanian,2016,8.8,"nm4345610,nm4346061","Documentary,Drama",500,13 Shades of Romanian,114,tt4488632,"nm0338266,nm4345610"
Gothic King Cobra,2014,8.0,nm14136213,Documentary,138,Gothic King Cobra,63,tt4493864,\N
Under the Dome,2015,8.0,nm7164954,Documentary,435,Qiong ding zhi xia,104,tt4495750,\N
Agora: From Democracy to the Market,2014,8.2,nm2513694,"Documentary,News",214,Agora: Apo ti dimokratia stis agores,120,tt4497850,nm2513694
Woman in Motion,2019,8.7,nm0860791,"Biography,Documentary",353,Woman in Motion,96,tt4512946,"nm6025089,nm7452270,nm4988046,nm7179948,nm7179949,nm0860791"
Far Too Far,2015,8.2,nm2973010,"Action,Crime,Drama",101,Far Too Far,117,tt4514084,nm2973010
For the Love of Ruth,2015,8.2,nm0841772,Drama,166,For the Love of Ruth,80,tt4526656,nm2985554
Legend of Destruction,2021,8.0,nm0200886,Animation,197,Legend of Destruction,93,tt4534598,"nm0200886,nm0709493"
The Need to Grow,2019,8.0,"nm3004047,nm4152051",Documentary,207,The Need to Grow,96,tt4553542,nm3004047
3-D Rarities,2015,8.1,\N,Documentary,143,3-D Rarities,147,tt4561026,\N
Prithvi,2010,8.3,nm2375612,"Action,Drama",573,Prithvi,134,tt4561448,\N
Property of the State,2016,8.3,nm1242171,"Biography,Drama",117,Property of the State,107,tt4567954,"nm0606223,nm0940974,nm1242171"
Endless Corridor,2014,8.3,"nm3873442,nm7236117","Documentary,History",38241,Endless Corridor,52,tt4573394,nm3873442
Queen: The Legendary 1975 Concert,2009,8.0,nm1449585,"Documentary,Music",154,Queen: The Legendary 1975 Concert,50,tt4582302,\N
The Heart of Man,2017,8.2,nm3167881,Documentary,522,The Heart of Man,76,tt4585080,"nm3167881,nm5079914,nm7244968"
Veera Kannadiga,2004,8.4,nm2593421,Action,104,Veera Kannadiga,\N,tt4586350,"nm0700872,nm5703259"
Kaakan,2015,8.7,nm2906637,Romance,107,Kaakan,140,tt4602608,"nm4289029,nm2906637"
Nanak Shah Fakir,2015,8.2,nm5659750,"Biography,Drama",385,Nanak Shah Fakir,146,tt4621100,\N
"You're So Cool, Brewster! The Story of Fright Night",2016,8.2,nm6081402,Documentary,438,"You're So Cool, Brewster! The Story of Fright Night",217,tt4621782,"nm6081402,nm7324773,nm4563809"
Ottaal,2014,8.3,nm0415852,Drama,677,Ottaal,81,tt4625196,nm7724543
Gleason,2016,8.3,nm1943168,Documentary,2938,Gleason,110,tt4632316,nm1943168
Spider-Man: Into the Spider-Verse,2018,8.4,"nm2130108,nm0709056,nm0745247","Action,Adventure,Animation",532928,Spider-Man: Into the Spider-Verse,117,tt4633694,"nm0520488,nm0745247"
Masaan,2015,8.1,nm4784536,Drama,28615,Masaan,109,tt4635372,"nm10931380,nm10931379,nm10931381,nm1479356,nm3542598,nm3620830"
Sachin - A Billion Dreams,2017,8.5,nm0259847,"Documentary,Sport",8146,Sachin,138,tt4640206,"nm1249710,nm0259847,nm2196143,nm6188164,nm4967009"
Todd McFarlane's Spawn 2,1998,8.3,\N,"Action,Adventure,Animation",998,Todd McFarlane's Spawn 2,146,tt4641828,\N
Todd McFarlane's Spawn 3: The Ultimate Battle,1999,8.2,\N,"Action,Animation,Drama",852,Todd McFarlane's Spawn 3: The Ultimate Battle,140,tt4641882,\N
Belaseshe,2015,8.5,"nm1425585,nm5181252","Drama,Family",2779,Belaseshe,141,tt4658770,"nm1425585,nm5181252"
John Mayer: Someday I'll Fly,2014,8.6,nm6478238,"Biography,Documentary,Music",235,John Mayer: Someday I'll Fly,66,tt4661866,\N
Premam,2015,8.3,nm4733887,"Comedy,Drama,Romance",21340,Premam,156,tt4679210,nm4733887
Man in Red Bandana,2017,8.1,nm7147982,"Biography,Documentary,History",196,Man in Red Bandana,85,tt4687392,nm7147982
Brothers in Blood: The Lions of Sabi Sand,2015,8.5,nm2268178,"Documentary,Drama",910,Brothers in Blood: The Lions of Sabi Sand,60,tt4689268,nm0306872
The Call 2,2019,8.6,nm6157331,"Action,Thriller",241,A Chamada 2,88,tt4689974,nm6157331
Eneida,1991,8.2,nm3005461,Animation,166,Eneida,69,tt4691334,"nm0467738,nm0549460"
My Father the Banker,2015,8.0,nm7335549,"Biography,Documentary",275,Mans tevs bankieris,71,tt4695184,nm7335549
Klaus,2019,8.2,"nm0655053,nm3582089","Adventure,Animation,Comedy",159674,Klaus,96,tt4729430,"nm0655053,nm2700235,nm2082813"
The Weight of Chains 2,2014,8.9,nm3340250,"Comedy,Documentary,History",1400,The Weight of Chains 2,124,tt4733046,nm3340250
Sudden Rain,1998,8.0,nm0154113,"Drama,Romance",898,Hotath Bristi,182,tt4744132,"nm7934646,nm0154113"
Indru Netru Naalai,2015,8.0,nm7415469,"Comedy,Sci-Fi,Thriller",4535,Indru Netru Naalai,146,tt4806232,nm7415469
Angrej,2015,8.5,nm3792294,Romance,3477,Angrej,130,tt4846952,nm4179342
Baahubali 2: The Conclusion,2017,8.2,nm1442514,"Action,Drama",103042,Bãhubali 2: The Conclusion,167,tt4849438,"nm2353436,nm1442514,nm7448575,nm4488268,nm4157919,nm4191232,nm1523325"
Maheshinte Prathikaaram,2016,8.3,nm4584004,"Comedy,Drama,Thriller",9163,Maheshinte Prathikaaram,120,tt4851630,nm4544331
The Invisible Guest,2016,8.0,nm1079062,"Crime,Drama,Mystery",178080,Contratiempo,106,tt4857264,"nm1079062,nm1516346"
Wheels of War,2015,9.6,nm3274832,"Documentary,War",101,Wheels of War,57,tt4866704,nm3274832
Sikuru Hathe,2007,8.8,nm2791178,Comedy,662,Sikuru Hathe,\N,tt4871740,nm2791178
Yol Ähvalati,1981,8.4,nm7469632,"Comedy,Romance",173,Yol Ähvalati,72,tt4876546,\N
Thithi,2015,8.0,nm5339365,Drama,2747,Thithi,123,tt4881362,"nm5433787,nm5339365"
Ennu Ninte Moideen,2015,8.0,nm7479043,"Biography,Drama,Romance",5453,Ennu Ninte Moideen,166,tt4888834,nm7479043
Digbhayam,2019,9.2,nm7038168,Thriller,294,Digbhayam,107,tt4897596,nm7038168
Shah,2015,8.2,nm6762586,"Biography,Drama,Sport",1448,Shah,109,tt4899880,nm6762586
Winter on Fire: Ukraine's Fight for Freedom,2015,8.3,nm1017958,Documentary,19460,Winter on Fire: Ukraine's Fight for Freedom,102,tt4908644,nm6568618
Godhi Banna Sadharana Mykattu,2016,8.6,nm9634132,"Drama,Thriller",3372,Godhi Banna Sadharana Mykattu,144,tt4909506,"nm8201797,nm9634132"
Chhutir Ghonta,1980,9.0,nm7496161,Drama,577,Chhutir Ghonta,\N,tt4912834,nm7496161
Pathemari,2015,8.3,nm1776242,Drama,4797,Pathemari,118,tt4928620,nm1776242
Khwada,2015,8.6,nm7510401,Drama,161,Khwada,120,tt4932720,nm7510401
Talvar,2015,8.1,nm1126068,"Crime,Drama,Mystery",35934,Talvar,132,tt4934950,"nm0080235,nm2870301"
Older Than Ireland,2015,8.0,nm3562580,Documentary,177,Older Than Ireland,81,tt4935794,nm3562580
Manto,2015,8.4,nm2557565,"Biography,Drama",1205,Manto,127,tt4943992,nm3679226
Once Upon a Time in Tehran,1999,8.1,nm0368688,"Crime,Mystery,Thriller",143,Tehran Rozegar-e No,90,tt4955970,nm0368688
The Living Fire,2015,8.1,nm7533047,Documentary,131,Zhyva vatra,77,tt4957736,nm7533047
Simhadriya Simha,2002,8.1,nm1114811,"Action,Drama",122,Simhadriya Simha,157,tt4966270,"nm1114811,nm1225010"
The Last Tear,2015,9.0,nm2740466,"Documentary,History",145,The Last Tear,53,tt4971062,nm2740466
Your Own Way Out,2015,8.9,nm7546364,Documentary,815,Your Own Way Out,68,tt4971596,nm7061198
Hitting the Apex,2015,8.2,nm0623715,"Documentary,Sport",3951,Hitting the Apex,138,tt4973112,nm0623715
Stretch and Bobbito: Radio That Changed Lives,2015,8.0,nm1093900,"Documentary,Music",977,Stretch and Bobbito: Radio That Changed Lives,99,tt4974396,nm1093900
Highway Ek Selfie Aarpar,2015,8.1,nm2975950,"Comedy,Drama",117,Highway Ek Selfie Aarpar,137,tt4981664,nm2971390
Maanaadu,2021,8.3,nm1862815,"Action,Adventure,Sci-Fi",23129,Maanaadu,147,tt4983780,"nm1862815,nm5965104,nm13164073"
Thani Oruvan,2015,8.4,nm1001345,"Action,Crime,Thriller",20431,Thani Oruvan,160,tt4987556,"nm1001345,nm4338863,nm5394336,nm5253704"
Visaaranai,2015,8.5,nm4274575,"Crime,Drama,Thriller",11003,Visaaranai,117,tt4991384,"nm7933863,nm4274575"
Nil Battey Sannata,2015,8.2,nm6436658,"Drama,Family",7183,Nil Battey Sannata,100,tt5005684,"nm4318159,nm6436658,nm8081851,nm8081852"
Saanjh,2017,8.6,nm6612721,"Drama,Family",194,Saanjh,109,tt5008256,nm6612721
Half Widow,2017,8.0,nm5094453,Drama,132,Half Widow,91,tt5012370,"nm5094453,nm6874203,nm6319208"
Gujjubhai the Great,2015,8.1,nm7578157,Comedy,1506,Gujjubhai the Great,145,tt5016442,nm1784785
Kendasampige,2015,8.3,nm4148549,"Romance,Thriller",2113,Kendasampige,99,tt5021536,"nm5672764,nm4148549,nm7009892"
Colombia: Wild Magic,2015,8.3,nm0805690,Documentary,1312,Colombia magia salvaje,94,tt5027202,\N
"Three Billboards Outside Ebbing, Missouri",2017,8.1,nm1732981,"Comedy,Crime,Drama",510769,"Three Billboards Outside Ebbing, Missouri",115,tt5027774,nm1732981
Infinitium,2017,8.4,nm6157331,"Action,Sci-Fi",259,Infinitium,112,tt5038806,nm6157331
Oopiri,2016,8.0,nm2449331,"Comedy,Drama",5382,Oopiri,158,tt5039054,"nm5657210,nm2449331,nm2493024,nm1805430"
Rammstein in Amerika,2015,8.1,nm0743949,"Documentary,Music",1451,Rammstein in Amerika,143,tt5053508,\N
Rocky Horror Show Live,2015,8.1,nm1280232,"Comedy,Horror,Musical",773,Rocky Horror Show Live,106,tt5061126,nm0639782
Major!,2015,8.1,nm5523317,"Biography,Documentary",249,Major!,95,tt5065142,\N
Crusty Demons 18: Twenty Years of Fear,2015,8.2,"nm2076131,nm1908348","Documentary,Sport",2936,Crusty Demons 18: Twenty Years of Fear,67,tt5066616,\N
Reel Rock 10,2015,8.0,"nm5975638,nm1355731,nm2050348,nm2833230","Documentary,Sport",162,Reel Rock 10,133,tt5068574,"nm1355731,nm2050348,nm2833230"
Where You're Meant to Be,2016,8.0,nm5098908,"Documentary,Music",132,Where You're Meant to Be,76,tt5068628,"nm3284417,nm5098908,nm3385205"
Golden Dawn: A Personal Affair,2016,8.0,nm7618195,Documentary,209,Hrysi Avgi: Prosopiki ypothesi,90,tt5069138,"nm7618198,nm7618195"
Dangal,2016,8.3,nm4318159,"Action,Biography,Drama",192800,Dangal,161,tt5074352,"nm6328029,nm6328031,nm6328030,nm8661566,nm4318159"
Ora 11 Jon,1972,8.9,nm2612251,"Drama,History,War",435,Ora 11 Jon,\N,tt5077742,"nm6782373,nm2636694,nm7807693"
Charlie,2015,8.0,nm3964043,"Adventure,Drama,Romance",11391,Charlie,130,tt5082014,"nm3964043,nm2634191"
Chhello Divas: A New Beginning,2015,8.3,nm7630832,Comedy,3093,Chhello Divas,138,tt5086104,nm7630832
National Theatre Live: Man and Superman,2015,8.4,nm0324261,"Comedy,Drama",172,National Theatre Live: Man and Superman,220,tt5094390,nm0789737
The Dirty Debauch,1997,8.0,nm4620176,"Comedy,Drama",380,Palabi Kothae,158,tt5111382,"nm4620176,nm7651579"
Highway 5,2016,8.4,nm0713576,"Comedy,Drama",156,Highway 5,116,tt5119108,nm0713576
Born Warriors Redux: Bound Fists,2016,9.3,nm0320367,Documentary,744,Born Warriors Redux: Bound Fists,59,tt5123416,\N
Shopner Prithibi,1996,8.3,nm2630586,"Drama,Romance",110,Shopner Prithibi,160,tt5133300,"nm4545952,nm2630586,nm7670522,nm4610265,nm6826619"
Sotter Mrittu Nei,1996,8.1,nm7298637,Drama,350,Sotter Mrittu Nei,\N,tt5133796,\N
Anondo Osru,1997,8.2,nm7502356,"Crime,Drama",403,Anondo Osru,138,tt5134362,"nm7645281,nm7502356"
A Fatherless America,2019,8.8,nm5383925,Documentary,305,A Fatherless America,85,tt5164260,\N
Heroes Manufactured,2016,8.3,nm2136272,"Action,Adventure,Comedy",502,Heroes Manufactured,90,tt5170670,nm2136272
Life in the Doghouse,2018,8.4,nm2861672,Documentary,740,Life in the Doghouse,84,tt5178264,\N
Roxy: The Movie,2015,8.6,nm0953261,"Documentary,Music",292,Roxy: The Movie,116,tt5186078,nm0953261
Katyar Kaljat Ghusali,2015,8.8,nm2347196,Musical,2387,Katyar Kaljat Ghusali,162,tt5190958,"nm7720305,nm1165501"
Wolfwalkers,2020,8.0,"nm1119079,nm2075487","Adventure,Animation,Family",33330,WolfWalkers,103,tt5198068,"nm3822528,nm1119079,nm2075487,nm0165995"
Cobra Gypsies Documentary,2015,8.0,nm7733844,Documentary,138,Cobra Gypsies Documentary,53,tt5205602,nm7733844
